Rank   | Player                               |      Elo | Games
20949  | Roland Gao                           |   1490.9 | 10
20950  | Андрей Цикулин                       |   1490.9 | 5
20951  | Jake Furdek                          |   1490.9 | 4
20952  | Coletofr Haciendaiscoming            |   1490.9 | 11
20953  | Jose Manuel Sereno perez             |   1490.9 | 12
20954  | Judah Sinclair                       |   1490.9 | 5
20955  | Davide Zattoni                       |   1490.9 | 4
20956  | Dan Menzies                          |   1490.9 | 5
20957  | Edd Martin                           |   1490.9 | 11
20958  | Zachery Leroux                       |   1490.9 | 5
20959  | Michael Higgo                        |   1490.9 | 16
20960  | Zach Melrose                         |   1490.9 | 37
20961  | Ben Purkiss                          |   1490.8 | 1
20962  | Buy 2                                |   1490.8 | 5
20963  | Miguel Ramos                         |   1490.8 | 4
20964  | Jon Westermann                       |   1490.8 | 5
20965  | Alex Greensides                      |   1490.8 | 5
20966  | Brendon Knopke                       |   1490.8 | 14
20967  | Tim Owens                            |   1490.8 | 5
20968  | Mikael Arildsø                       |   1490.8 | 5
20969  | Philipp Berger                       |   1490.8 | 13
20970  | Oskar Johansson                      |   1490.8 | 16
20971  | Chris Cote                           |   1490.8 | 5
20972  | Ian SherrellSherrell                 |   1490.8 | 15
20973  | Marcus Smith                         |   1490.8 | 5
20974  | Michael Tuero                        |   1490.8 | 12
20975  | Tom Johansson                        |   1490.8 | 25
20976  | Aaron Spencer                        |   1490.8 | 25
20977  | Joaquin G. C. AXO                    |   1490.8 | 6
20978  | Геннадий «Барсучок» Ефимцев          |   1490.8 | 5
20979  | George Walker                        |   1490.8 | 5
20980  | Shivpal Virk                         |   1490.8 | 5
20981  | Hunter Nault                         |   1490.8 | 10
20982  | Will Wallace                         |   1490.8 | 37
20983  | Juan Plazuelo                        |   1490.8 | 3
20984  | Danny Shankland                      |   1490.8 | 5
20985  | Ronzier Mikaël                       |   1490.8 | 5
20986  | Gavin Koebberling                    |   1490.8 | 5
20987  | Randy Smytaniuk                      |   1490.8 | 5
20988  | Tom Damin                            |   1490.8 | 14
20989  | Kevin Newbrand                       |   1490.8 | 23
20990  | Mike Leach                           |   1490.8 | 8
20991  | Matthias Bauwens                     |   1490.8 | 5
20992  | Owen Wilson                          |   1490.8 | 5
20993  | Brad Hansen                          |   1490.8 | 7
20994  | Ben Egginton                         |   1490.8 | 5
20995  | Jonathan Boggs                       |   1490.8 | 10
20996  | Alex Alton                           |   1490.8 | 9
20997  | Josh Maclean                         |   1490.8 | 5
20998  | Bradley Bateman                      |   1490.8 | 18
20999  | Sean Kimmorley                       |   1490.8 | 5
21000  | Mauro Morrone                        |   1490.8 | 15
21001  | Marcus Wood                          |   1490.8 | 5
21002  | Anthony Lunn                         |   1490.8 | 10
21003  | Jáchym "Yaxim" Mudrák                |   1490.8 | 5
21004  | Pierre Vandenberg                    |   1490.8 | 5
21005  | Mark Steinberg                       |   1490.8 | 4
21006  | Mark Pledger                         |   1490.8 | 5
21007  | David Garzon                         |   1490.8 | 5
21008  | Branson Freed                        |   1490.8 | 6
21009  | Alexander Jirovec                    |   1490.8 | 24
21010  | Radek "Ceddi" Hubka                  |   1490.8 | 5
21011  | Dyon Georgopoulos                    |   1490.8 | 24
21012  | Hamish Lindstrom                     |   1490.8 | 5
21013  | Victor Whong                         |   1490.8 | 17
21014  | Kevin Mawdsley                       |   1490.8 | 5
21015  | Gene-Vincent Burdet                  |   1490.8 | 5
21016  | Jay Friot                            |   1490.8 | 7
21017  | Bryce Lamkin                         |   1490.8 | 5
21018  | Andy "Undoi" SAUDIN                  |   1490.8 | 5
21019  | Daniel Charlton                      |   1490.7 | 10
21020  | James Polson                         |   1490.7 | 5
21021  | Marc Layfield                        |   1490.7 | 5
21022  | Isaac Franson                        |   1490.7 | 18
21023  | Frank Yuroshoski                     |   1490.7 | 2
21024  | Jesús Pérez                          |   1490.7 | 5
21025  | Christopher Gregory                  |   1490.7 | 5
21026  | Alex Badar                           |   1490.7 | 5
21027  | Scott Peoples                        |   1490.7 | 5
21028  | Maxwell Morgan                       |   1490.7 | 11
21029  | Dave Kitchen                         |   1490.7 | 13
21030  | Dom Hardess                          |   1490.7 | 4
21031  | Allen B                              |   1490.7 | 4
21032  | Alan Pardo                           |   1490.7 | 5
21033  | Thomas Mosher                        |   1490.7 | 22
21034  | Juanjo  Mellado                      |   1490.7 | 5
21035  | Geert Franken                        |   1490.7 | 5
21036  | Dave Nicoll                          |   1490.7 | 5
21037  | Ben Pooley                           |   1490.7 | 10
21038  | Eric Marchand                        |   1490.7 | 7
21039  | Tom Tighe                            |   1490.7 | 1
21040  | Malcolm Hackney                      |   1490.7 | 5
21041  | Jon Bates                            |   1490.7 | 5
21042  | Matthew Richards                     |   1490.7 | 5
21043  | Steven Hammond                       |   1490.7 | 8
21044  | Chris Appleby                        |   1490.7 | 50
21045  | Austin Grother                       |   1490.7 | 46
21046  | Joseph Howland                       |   1490.7 | 11
21047  | Nathan Elliott                       |   1490.7 | 5
21048  | 小 鲁                                  |   1490.7 | 2
21049  | Buy 3                                |   1490.7 | 5
21050  | Sid Strasser                         |   1490.7 | 5
21051  | Elliott Murphy                       |   1490.7 | 15
21052  | Sean Woodhouse                       |   1490.7 | 5
21053  | Andreas Eriksson                     |   1490.7 | 15
21054  | Cody Pitts                           |   1490.7 | 5
21055  | Michael Verdi                        |   1490.7 | 5
21056  | David Rogers                         |   1490.7 | 12
21057  | Joel Tate                            |   1490.7 | 5
21058  | Javier Loranzo                       |   1490.7 | 5
21059  | Scott Foster                         |   1490.7 | 5
21060  | Антон Паноа                          |   1490.7 | 5
21061  | Niko Jäppinen                        |   1490.7 | 5
21062  | Braiden Warren                       |   1490.7 | 17
21063  | Robert Bellus                        |   1490.7 | 6
21064  | Joel Gustafsson                      |   1490.7 | 5
21065  | Harry Aitchison                      |   1490.7 | 5
21066  | Adam Parks-Dare                      |   1490.7 | 13
21067  | Naghin Serrano                       |   1490.7 | 5
21068  | Romain Ziouar                        |   1490.7 | 3
21069  | Daniel Loddington                    |   1490.7 | 5
21070  | Jason Minerich                       |   1490.7 | 5
21071  | Blayne Schuetzle                     |   1490.7 | 10
21072  | Joshua Crawley                       |   1490.7 | 5
21073  | David “Papitas” Lewkow               |   1490.7 | 5
21074  | Manuel Martin Requena                |   1490.7 | 25
21075  | Pierre-Maxence DUHOO                 |   1490.7 | 5
21076  | Daniel Anderson                      |   1490.7 | 3
21077  | Bryce Sebo                           |   1490.6 | 3
21078  | Daniel McAdams                       |   1490.6 | 9
21079  | Kevin Kiefer                         |   1490.6 | 60
21080  | Jacob Holmes                         |   1490.6 | 6
21081  | Scott Tennett                        |   1490.6 | 31
21082  | Sullivan Weibert                     |   1490.6 | 10
21083  | Christopher Millican                 |   1490.6 | 5
21084  | Fabrizio Dorin                       |   1490.6 | 15
21085  | Bedřich Pišťák                       |   1490.6 | 5
21086  | Daniel Ramos                         |   1490.6 | 5
21087  | Hildebrando Márquez Brito            |   1490.6 | 5
21088  | Daniel Puskas                        |   1490.6 | 5
21089  | Jonathan Cassidy                     |   1490.6 | 4
21090  | Simone Aquilecchia                   |   1490.6 | 10
21091  | Antonio Guardasole                   |   1490.6 | 14
21092  | Grimor 🦾                             |   1490.6 | 5
21093  | Andrew James                         |   1490.6 | 12
21094  | Sam Darnell                          |   1490.6 | 10
21095  | Tyler Zvitan                         |   1490.6 | 10
21096  | David McEvoy                         |   1490.6 | 5
21097  | Chris Sage                           |   1490.6 | 11
21098  | Marcos Farelo                        |   1490.6 | 11
21099  | Daniel Wegner                        |   1490.6 | 6
21100  | Christopher Witherell                |   1490.6 | 11
21101  | Thomas Howe                          |   1490.6 | 13
21102  | Mr C                                 |   1490.6 | 5
21103  | Alex Hutchings                       |   1490.6 | 5
21104  | Liam Seer-Boylan                     |   1490.6 | 5
21105  | Sam Lentz                            |   1490.6 | 3
21106  | Luis Birthday Fantarella             |   1490.6 | 3
21107  | Alisher Elmuradov                    |   1490.6 | 5
21108  | Sam Hansen                           |   1490.6 | 5
21109  | Joseph Armiger                       |   1490.6 | 10
21110  | Alex Lobo 🐺                          |   1490.6 | 21
21111  | Kane Eijbergen                       |   1490.6 | 10
21112  | Gary Duncanson                       |   1490.6 | 5
21113  | Zak Stephenson                       |   1490.6 | 5
21114  | George Ross                          |   1490.6 | 5
21115  | Kristopher MacKay                    |   1490.6 | 10
21116  | Liam Hartley-wright                  |   1490.6 | 10
21117  | András Takács                        |   1490.6 | 5
21118  | Carl Stabler                         |   1490.6 | 10
21119  | Glenn Ticehurst                      |   1490.6 | 10
21120  | Jakub "Fulcrom" Horský               |   1490.6 | 5
